Datum1 sensor1 Datum2 sensor2 YYYYMMDD precipitation
"2021-08-18 09:20:47" 10.8    
"2021-08-18 10:20:47" 10.8    
"2021-08-18 11:20:47" 10.7    
"2021-08-18 12:20:47" 10.7    
"2021-08-18 13:20:47" 10.7    
"2021-08-18 14:20:45" 10.7    
"2021-08-18 15:20:45" 10.7    
"2021-08-18 16:20:45" 10.8    
"2021-08-18 17:20:44" 10.8    
"2021-08-18 18:20:44" 10.8    
"2021-08-18 19:20:44" 10.9    
"2021-08-18 20:20:44" 10.9    
"2021-08-18 21:20:43" 10.9    
"2021-08-18 22:20:43" 11    
"2021-08-18 23:20:42" 11    
"2021-08-19 00:20:42" 11    
"2021-08-19 01:20:42" 11    
"2021-08-19 02:20:41" 11    
"2021-08-19 03:20:41" 11    
"2021-08-19 04:20:41" 11    
"2021-08-19 05:20:41" 11    
"2021-08-19 06:20:40" 11    
"2021-08-19 07:20:39" 11    
"2021-08-19 08:20:39" 11    
"2021-08-19 09:20:39" 11    
"2021-08-19 10:20:39" 10.9    
"2021-08-19 11:20:38" 10.9    
"2021-08-19 12:20:38" 11    
"2021-08-19 13:20:37" 11    
"2021-08-19 14:20:37" 11    
"2021-08-19 15:20:36" 11    
"2021-08-19 16:20:36" 11    
"2021-08-19 17:20:36" 11.1    
"2021-08-19 18:20:35" 11.2    
"2021-08-19 19:20:35" 11.2    
"2021-08-19 20:20:35" 11.3    
"2021-08-19 21:20:34" 11.3    
"2021-08-19 22:20:34" 11.4    
"2021-08-19 23:20:34" 11.4    
"2021-08-20 00:20:34" 11.5    
"2021-08-20 01:20:34" 11.5    
"2021-08-20 02:20:32" 11.6    
"2021-08-20 03:20:32" 11.6    
"2021-08-20 04:20:32" 11.7    
"2021-08-20 05:20:31" 11.7    
"2021-08-20 06:20:31" 11.7    
"2021-08-20 07:20:31" 11.8    
"2021-08-20 08:20:30" 11.8    
"2021-08-20 09:20:30" 11.7    
"2021-08-20 10:20:30" 11.7    
"2021-08-20 11:20:30" 11.7    
"2021-08-20 12:20:28" 11.8    
"2021-08-20 13:20:28" 11.8    
"2021-08-20 14:20:28" 11.8    
"2021-08-20 15:20:28" 11.9    
"2021-08-20 16:20:27" 11.9    
"2021-08-20 17:20:27" 12    
"2021-08-20 18:20:26" 12.1    
"2021-08-20 19:20:26" 12.3    
"2021-08-20 20:20:26" 12.4    
"2021-08-20 21:20:26" 12.6    
"2021-08-20 22:20:26" 12.7    
"2021-08-20 23:20:25" 12.8    
"2021-08-21 00:20:24" 12.8    
"2021-08-21 01:20:24" 12.9    
"2021-08-21 02:20:24" 12.9    
"2021-08-21 03:20:23" 12.9    
"2021-08-21 04:20:23" 12.8    
"2021-08-21 05:20:23" 12.8    
"2021-08-21 06:20:23" 12.7    
"2021-08-21 07:20:22" 12.7    
"2021-08-21 08:20:22" 12.6    
"2021-08-21 09:20:22" 12.5    
"2021-08-21 10:20:21" 12.5    
"2021-08-21 11:20:20" 12.4    
"2021-08-21 12:20:20" 12.4    
"2021-08-21 13:20:20" 12.4    
"2021-08-21 14:20:19" 12.4    
"2021-08-21 15:20:19" 12.4    
"2021-08-21 16:20:19" 12.5    
"2021-08-21 17:20:17" 12.6    
"2021-08-21 18:20:17" 12.7    
"2021-08-21 19:20:17" 12.9    
"2021-08-21 20:20:17" 13    
"2021-08-21 21:20:17" 13.1    
"2021-08-21 22:20:16" 13.2    
"2021-08-21 23:20:16" 13.3    
"2021-08-22 00:20:16" 13.3    
"2021-08-22 01:20:15" 13.3    
"2021-08-22 02:20:15" 13.3    
"2021-08-22 03:20:14" 13.3    
"2021-08-22 04:20:14" 13.3    
"2021-08-22 05:20:14" 13.4    
"2021-08-22 06:20:13" 13.8    
"2021-08-22 07:20:13" 14.6    
"2021-08-22 08:20:13" 15.6    
"2021-08-22 09:20:12" 16.4    
"2021-08-22 10:20:12" 17    
"2021-08-22 11:20:12" 17.4    
"2021-08-22 12:20:12" 17.7    
"2021-08-22 13:20:10" 17.9    
"2021-08-22 14:20:10" 18    
"2021-08-22 15:20:10" 18.2    
"2021-08-22 16:20:10" 18.3    
"2021-08-22 17:20:09" 18.5    
"2021-08-22 18:20:09" 18.6    
"2021-08-22 19:20:09" 18.8    
"2021-08-22 20:20:09" 18.9    
"2021-08-22 21:20:08" 19.1    
"2021-08-22 22:20:07" 19.1    
"2021-08-22 23:20:07" 19.2    
"2021-08-23 00:20:07" 19.4    
"2021-08-23 01:20:07" 19.5    
"2021-08-23 02:20:07" 19.5    
"2021-08-23 03:20:05" 19.5    
"2021-08-23 04:20:05" 19.5    
"2021-08-23 05:20:05" 19.4    
"2021-08-23 06:20:04" 19.4    
"2021-08-23 07:20:04" 19.3    
"2021-08-23 08:20:03" 19.2    
"2021-08-23 09:20:03" 19.2    
"2021-08-23 10:20:03" 19.1    
"2021-08-23 11:20:01" 19    
"2021-08-23 12:20:01" 19    
"2021-08-23 13:20:01" 18.9    
"2021-08-23 14:20:01" 18.9    
"2021-08-23 15:20:01" 18.9    
"2021-08-23 16:20:01" 19    
"2021-08-23 17:20:01" 19    
"2021-08-23 18:20:00" 19.1    
"2021-08-23 19:19:59" 19.2    
"2021-08-23 20:19:59" 19.3    
"2021-08-23 21:19:59" 19.4    
"2021-08-23 22:19:59" 19.4    
"2021-08-23 23:19:58" 19.4    
"2021-08-24 00:19:58" 19.4    
"2021-08-24 01:19:57" 19.3    
"2021-08-24 02:19:57" 19.2    
"2021-08-24 03:19:57" 19.1    
"2021-08-24 04:19:57" 18.9    
"2021-08-24 05:19:56" 18.8    
"2021-08-24 06:19:56" 18.7    
"2021-08-24 07:19:55" 18.5    
"2021-08-24 08:19:55" 18.4    
"2021-08-24 09:19:55" 18.2    
"2021-08-24 10:19:54" 18.1    
"2021-08-24 11:19:54" 18    
"2021-08-24 12:19:53" 17.9    
"2021-08-24 13:19:53" 17.9    
"2021-08-24 14:19:53" 17.9    
"2021-08-24 15:19:53" 17.9    
"2021-08-24 16:19:52" 18    
"2021-08-24 17:19:52" 18    
"2021-08-24 18:19:52" 18.2    
"2021-08-24 19:19:51" 18.3    
"2021-08-24 20:19:50" 18.4    
"2021-08-24 21:19:50" 18.5    
"2021-08-24 22:19:50" 18.5    
"2021-08-24 23:19:50" 18.5    
"2021-08-25 00:19:50" 18.4    
"2021-08-25 01:19:49" 18.3    
"2021-08-25 02:19:48" 18.2    
"2021-08-25 03:19:48" 18    
"2021-08-25 04:19:48" 17.8    
"2021-08-25 05:19:48" 17.6    
"2021-08-25 06:19:47" 17.4    
"2021-08-25 07:19:47" 17.2    
"2021-08-25 08:19:47" 17.1    
"2021-08-25 09:19:47" 16.9    
"2021-08-25 10:19:45" 16.7    
"2021-08-25 11:19:45" 16.6    
"2021-08-25 12:19:45" 16.5    
"2021-08-25 13:19:45" 16.5    
"2021-08-25 14:19:44" 16.5    
"2021-08-25 15:19:44" 16.5    
"2021-08-25 16:19:44" 16.5    
"2021-08-25 17:19:43" 16.6    
"2021-08-25 18:19:43" 16.7    
"2021-08-25 19:19:42" 16.7    
"2021-08-25 20:19:42" 16.8    
"2021-08-25 21:19:42" 16.8    
"2021-08-25 22:19:41" 16.8    
"2021-08-25 23:19:41" 16.8    
"2021-08-26 00:19:41" 16.8    
"2021-08-26 01:19:41" 16.8    
"2021-08-26 02:19:40" 16.8    
"2021-08-26 03:19:40" 16.8    
"2021-08-26 04:19:40" 16.7    
"2021-08-26 05:19:39" 16.7    
"2021-08-26 06:19:39" 16.7    
"2021-08-26 07:19:39" 16.6    
"2021-08-26 08:19:38" 16.5    
"2021-08-26 09:19:37" 16.4    
"2021-08-26 10:19:37" 16.4    
"2021-08-26 11:19:37" 16.3    
"2021-08-26 12:19:36" 16.3    
"2021-08-26 13:19:36" 16.3    
"2021-08-26 14:19:35" 16.3    
"2021-08-26 15:19:35" 16.3    
"2021-08-26 16:19:35" 16.3    
"2021-08-26 17:19:34" 16.4    
"2021-08-26 18:19:34" 16.4    
"2021-08-26 19:19:34" 16.5    
"2021-08-26 20:19:33" 16.5    
"2021-08-26 21:19:32" 16.5    
"2021-08-26 22:19:32" 16.5    
"2021-08-26 23:19:32" 16.5    
"2021-08-27 00:19:32" 16.4    
"2021-08-27 01:19:32" 16.4    
"2021-08-27 02:19:31" 16.4    
"2021-08-27 03:19:31" 16.3    
"2021-08-27 04:19:31" 16.3    
"2021-08-27 05:19:30" 16.4    
"2021-08-27 06:19:29" 16.4    
"2021-08-27 07:19:29" 16.5    
"2021-08-27 08:19:29" 16.6    
"2021-08-27 09:19:29" 16.6    
"2021-08-27 10:19:27" 16.7    
"2021-08-27 11:19:27" 16.9    
"2021-08-27 12:19:27" 17    
"2021-08-27 13:19:26" 17.2    
"2021-08-27 14:19:26" 17.4    
"2021-08-27 15:19:26" 17.7    
"2021-08-27 16:19:26" 18    
"2021-08-27 17:19:26" 18.2    
"2021-08-27 18:19:25" 18.4    
"2021-08-27 19:19:25" 18.6    
"2021-08-27 20:19:24" 18.8    
"2021-08-27 21:19:24" 19    
"2021-08-27 22:19:24" 19.1    
"2021-08-27 23:19:23" 19.1    
"2021-08-28 00:19:23" 19.2    
"2021-08-28 01:19:22" 19.2    
"2021-08-28 02:19:22" 19.2    
"2021-08-28 03:19:22" 19.1    
"2021-08-28 04:19:22" 19.1    
"2021-08-28 05:19:21" 19.1    
"2021-08-28 06:19:21" 19.1    
"2021-08-28 07:19:20" 19    
"2021-08-28 08:19:20" 19    
"2021-08-28 09:19:20" 19    
"2021-08-28 10:19:19" 19    
"2021-08-28 11:19:18" 19    
"2021-08-28 12:19:18" 19    
"2021-08-28 13:19:18" 19    
"2021-08-28 14:19:18" 19    
"2021-08-28 15:19:18" 19    
"2021-08-28 16:19:18" 19.1    
"2021-08-28 17:19:16" 19.1    
"2021-08-28 18:19:16" 19.1    
"2021-08-28 19:19:16" 19.2    
"2021-08-28 20:19:16" 19.2    
"2021-08-28 21:19:15" 19.3    
"2021-08-28 22:19:15" 19.3    
"2021-08-28 23:19:15" 19.3    
"2021-08-29 00:19:15" 19.3    
"2021-08-29 01:19:15" 19.2    
"2021-08-29 02:19:13" 19.2    
"2021-08-29 03:19:13" 19.2    
"2021-08-29 04:19:13" 19.1    
"2021-08-29 05:19:12" 19.1    
"2021-08-29 06:19:12" 19.1    
"2021-08-29 07:19:12" 19    
"2021-08-29 08:19:10" 19    
"2021-08-29 09:19:10" 19    
"2021-08-29 10:19:10" 19.1    
"2021-08-29 11:19:10" 19.1    
"2021-08-29 12:19:10" 19.2    
"2021-08-29 13:19:09" 19.3    
"2021-08-29 14:19:09" 19.3    
"2021-08-29 15:19:09" 19.4    
"2021-08-29 16:19:09" 19.4    
"2021-08-29 17:19:08" 19.5    
"2021-08-29 18:19:07" 19.5    
"2021-08-29 19:19:07" 19.6    
"2021-08-29 20:19:07" 19.7    
"2021-08-29 21:19:06" 19.8    
"2021-08-29 22:19:06" 19.8    
"2021-08-29 23:19:06" 19.8    
"2021-08-30 00:19:06" 19.8    
"2021-08-30 01:19:05" 19.8    
"2021-08-30 02:19:05" 19.8    
"2021-08-30 03:19:05" 19.8    
"2021-08-30 04:19:04" 19.8    
"2021-08-30 05:19:03" 19.7    
"2021-08-30 06:19:03" 19.8    
"2021-08-30 07:19:03" 19.8    
"2021-08-30 08:19:03" 19.7    
"2021-08-30 09:19:02" 19.7    
"2021-08-30 10:19:01" 19.7    
"2021-08-30 11:19:01" 19.7    
"2021-08-30 12:19:01" 19.7    
"2021-08-30 13:19:00" 19.6    
"2021-08-30 14:19:00" 19.7    
"2021-08-30 15:19:00" 19.7    
"2021-08-30 16:19:00" 19.7    
"2021-08-30 17:18:58" 19.8    
"2021-08-30 18:18:58" 19.9    
"2021-08-30 19:18:58" 20    
"2021-08-30 20:18:58" 20.1    
"2021-08-30 21:18:58" 20.1    
"2021-08-30 22:18:58" 20.2    
"2021-08-30 23:18:56" 20.2    
"2021-08-31 00:18:56" 20.1    
"2021-08-31 01:18:56" 20.1    
"2021-08-31 02:18:56" 20    
"2021-08-31 03:18:56" 19.9    
"2021-08-31 04:18:55" 19.8    
"2021-08-31 05:18:55" 19.6    
"2021-08-31 06:18:55" 19.5    
"2021-08-31 07:18:54" 19.4    
"2021-08-31 08:18:53" 19.2    
"2021-08-31 09:18:53" 19    
"2021-08-31 10:18:53" 18.9    
"2021-08-31 11:18:53" 18.8    
"2021-08-31 12:18:52" 18.8    
"2021-08-31 13:18:52" 18.8    
"2021-08-31 14:18:51" 18.8    
"2021-08-31 15:18:51" 18.8    
"2021-08-31 16:18:50" 18.9    
"2021-08-31 17:18:50" 19    
"2021-08-31 18:18:50" 19.1    
"2021-08-31 19:18:50" 19.2    
"2021-08-31 20:18:49" 19.2    
"2021-08-31 21:18:49" 19.3    
"2021-08-31 22:18:49" 19.3    
"2021-08-31 23:18:49" 19.3    
"2021-09-01 00:18:47" 19.2    
"2021-09-01 01:18:47" 19.2    
"2021-09-01 02:18:47" 19.2    
"2021-09-01 03:18:47" 19.1    
"2021-09-01 04:18:46" 19.1    
"2021-09-01 05:18:46" 19    
"2021-09-01 06:18:46" 19    
"2021-09-01 07:18:46" 18.9    
"2021-09-01 08:18:45" 18.8    
"2021-09-01 09:18:44" 18.8    
"2021-09-01 10:18:44" 18.7    
"2021-09-01 11:18:44" 18.6    
"2021-09-01 12:18:43" 18.6    
"2021-09-01 13:18:43" 18.5    
"2021-09-01 14:18:43" 18.5    
"2021-09-01 15:18:43" 18.5    
"2021-09-01 16:18:42" 18.5    
"2021-09-01 17:18:41" 18.5    
"2021-09-01 18:18:41" 18.6    
"2021-09-01 19:18:41" 18.6    
"2021-09-01 20:18:41" 18.7    
"2021-09-01 21:18:40" 18.7    
"2021-09-01 22:18:40" 18.7    
"2021-09-01 23:18:40" 18.7    
"2021-09-02 00:18:39" 18.7    
"2021-09-02 01:18:38" 18.6    
"2021-09-02 02:18:38" 18.5    
"2021-09-02 03:18:38" 18.4    
"2021-09-02 04:18:38" 18.2    
"2021-09-02 05:18:38" 18.1    
"2021-09-02 06:18:37" 17.9    
"2021-09-02 07:18:37" 17.7    
"2021-09-02 08:18:37" 17.5    
"2021-09-02 09:18:37" 17.3    
"2021-09-02 10:18:35" 17.2    
"2021-09-02 11:18:35" 17    
"2021-09-02 12:18:35" 16.9    
"2021-09-02 13:18:35" 16.8    
"2021-09-02 14:18:34" 16.9    
"2021-09-02 15:18:34" 16.9    
"2021-09-02 16:18:34" 17    
"2021-09-02 17:18:34" 17.1    
"2021-09-02 18:18:32" 17.3    
"2021-09-02 19:18:32" 17.5    
"2021-09-02 20:18:32" 17.7    
"2021-09-02 21:18:32" 17.9    
"2021-09-02 22:18:32" 18    
"2021-09-02 23:18:31" 18    
"2021-09-03 00:18:30" 18    
"2021-09-03 01:18:30" 18    
"2021-09-03 02:18:30" 17.9    
"2021-09-03 03:18:29" 17.8    
"2021-09-03 04:18:29" 17.6    
"2021-09-03 05:18:29" 17.5    
"2021-09-03 06:18:28" 17.3    
"2021-09-03 07:18:28" 17.2    
"2021-09-03 08:18:28" 17    
"2021-09-03 09:18:28" 16.8    
"2021-09-03 10:18:28" 16.6    
"2021-09-03 11:18:27" 16.5    
"2021-09-03 12:18:26" 16.4    
"2021-09-03 13:18:26" 16.4    
"2021-09-03 14:18:26" 16.4    
"2021-09-03 15:18:26" 16.4    
"2021-09-03 16:18:25" 16.6    
"2021-09-03 17:18:25" 16.7    
"2021-09-03 18:18:24" 16.9    
"2021-09-03 19:18:23" 17.1    
"2021-09-03 20:18:23" 17.2    
"2021-09-03 21:18:23" 17.3    
"2021-09-03 22:18:23" 17.4    
"2021-09-03 23:18:22" 17.4    
"2021-09-04 00:18:22" 17.3    
"2021-09-04 01:18:22" 17.3    
"2021-09-04 02:18:22" 17.2    
"2021-09-04 03:18:21" 17.1    
"2021-09-04 04:18:21" 17.1    
"2021-09-04 05:18:21" 17    
"2021-09-04 06:18:20" 16.9    
"2021-09-04 07:18:20" 16.9    
"2021-09-04 08:18:19" 16.8    
"2021-09-04 09:18:19" 16.7    
"2021-09-04 10:18:19" 16.6    
"2021-09-04 11:18:19" 16.6    
"2021-09-04 12:18:17" 16.5    
"2021-09-04 13:18:17" 16.4    
"2021-09-04 14:18:17" 16.4    
"2021-09-04 15:18:16" 16.4    
"2021-09-04 16:18:16" 16.5    
"2021-09-04 17:18:16" 16.6    
"2021-09-04 18:18:16" 16.7    
"2021-09-04 19:18:15" 16.8    
"2021-09-04 20:18:15" 17    
"2021-09-04 21:18:14" 17.1    
"2021-09-04 22:18:14" 17.1    
"2021-09-04 23:18:14" 17.1    
"2021-09-05 00:18:13" 17.1    
"2021-09-05 01:18:13" 17    
"2021-09-05 02:18:13" 16.9    
"2021-09-05 03:18:12" 16.8    
"2021-09-05 04:18:12" 16.7    
"2021-09-05 05:18:12" 16.6    
"2021-09-05 06:18:11" 16.5    
"2021-09-05 07:18:11" 16.3    
"2021-09-05 08:18:11" 16.1    
"2021-09-05 09:18:09" 16    
"2021-09-05 10:18:09" 15.8    
"2021-09-05 11:18:09" 15.6    
"2021-09-05 12:18:09" 15.5    
"2021-09-05 13:18:09" 15.5    
"2021-09-05 14:18:08" 15.5    
"2021-09-05 15:18:08" 15.5    
"2021-09-05 16:18:08" 15.6    
"2021-09-05 17:18:08" 15.7    
"2021-09-05 18:18:07" 15.9    
"2021-09-05 19:18:07" 16    
"2021-09-05 20:18:06" 16.2    
"2021-09-05 21:18:05" 16.4    
"2021-09-05 22:18:05" 16.4    
"2021-09-05 23:18:05" 16.4    
"2021-09-06 00:18:05" 16.4    
"2021-09-06 01:18:05" 16.4    
"2021-09-06 02:18:04" 16.2    
"2021-09-06 03:18:04" 16.1    
"2021-09-06 04:18:04" 16    
"2021-09-06 05:18:04" 15.8    
"2021-09-06 06:18:02" 15.6    
"2021-09-06 07:18:02" 15.5    
"2021-09-06 08:18:02" 15.3    
"2021-09-06 09:18:02" 15    
"2021-09-06 10:18:01" 14.8    
"2021-09-06 11:18:01" 14.7    
"2021-09-06 12:18:01" 14.6    
"2021-09-06 13:18:00" 14.6    
"2021-09-06 14:17:59" 14.6    
"2021-09-06 15:17:59" 14.7    
"2021-09-06 16:17:59" 14.8    
"2021-09-06 17:17:59" 14.9    
"2021-09-06 18:17:58" 15.1    
"2021-09-06 19:17:58" 15.2    
"2021-09-06 20:17:58" 15.4    
"2021-09-06 21:17:58" 15.6    
"2021-09-06 22:17:57" 15.6    
"2021-09-06 23:17:57" 15.7    
"2021-09-07 00:17:56" 15.7    
"2021-09-07 01:17:56" 15.7    
"2021-09-07 02:17:56" 15.6    
"2021-09-07 03:17:55" 15.5    
"2021-09-07 04:17:55" 15.5    
"2021-09-07 05:17:54" 15.4    
"2021-09-07 06:17:54" 15.3    
"2021-09-07 07:17:54" 15.2    
"2021-09-07 08:17:54" 15.2    
"2021-09-07 09:17:53" 15.1    
"2021-09-07 10:17:52" 15    
"2021-09-07 11:17:52" 15    
"2021-09-07 12:17:52" 14.9    
"2021-09-07 13:17:51" 14.9    
"2021-09-07 14:17:51" 14.9    
"2021-09-07 15:17:51" 15    
"2021-09-07 16:17:51" 15.1    
"2021-09-07 17:17:50" 15.2    
"2021-09-07 18:17:50" 15.4    
"2021-09-07 19:17:49" 15.5    
"2021-09-07 20:17:48" 15.8    
"2021-09-07 21:17:48" 15.9    
"2021-09-07 22:17:48" 16    
"2021-09-07 23:17:48" 16.1    
"2021-09-08 00:17:47" 16.1    
"2021-09-08 01:17:47" 16    
"2021-09-08 02:17:47" 16    
"2021-09-08 03:17:47" 15.9    
"2021-09-08 04:17:47" 15.8    
"2021-09-08 05:17:45" 15.7    
"2021-09-08 06:17:45" 15.6    
"2021-09-08 07:17:45" 15.4    
"2021-09-08 08:17:45" 15.3    
"2021-09-08 09:17:45" 15.1    
"2021-09-08 10:17:44" 15    
"2021-09-08 11:17:43" 14.8    
"2021-09-08 12:17:43" 14.7    
"2021-09-08 13:17:43" 14.7    
"2021-09-08 14:17:42" 14.8    
"2021-09-08 15:17:42" 14.8    
"2021-09-08 16:17:42" 15    
"2021-09-08 17:17:42" 15.1    
"2021-09-08 18:17:41" 15.3    
"2021-09-08 19:17:41" 15.5    
"2021-09-08 20:17:40" 15.7    
"2021-09-08 21:17:39" 15.8    
"2021-09-08 22:17:39" 15.9    
"2021-09-08 23:17:39" 15.9    
"2021-09-09 00:17:39" 15.9    
"2021-09-09 01:17:39" 15.8    
"2021-09-09 02:17:38" 15.8    
"2021-09-09 03:17:38" 15.7    
"2021-09-09 04:17:37" 15.6    
"2021-09-09 05:17:37" 15.5    
"2021-09-09 06:17:37" 15.4    
"2021-09-09 07:17:37" 15.3    
"2021-09-09 08:17:35" 15.1    
"2021-09-09 09:17:35" 14.9    
"2021-09-09 10:17:35" 14.8    
"2021-09-09 11:17:35" 14.7    
"2021-09-09 12:17:34" 14.6    
"2021-09-09 13:17:34" 14.6    
"2021-09-09 14:17:34" 14.6    
"2021-09-09 15:17:34" 14.7    
"2021-09-09 16:17:33" 14.8    
"2021-09-09 17:17:33" 14.9    
"2021-09-09 18:17:32" 15.1    
"2021-09-09 19:17:31" 15.3    
"2021-09-09 20:17:31" 15.4    
"2021-09-09 21:17:31" 15.6    
"2021-09-09 22:17:31" 15.7    
"2021-09-09 23:17:30" 15.8    
"2021-09-10 00:17:30" 15.8    
"2021-09-10 01:17:30" 15.8    
"2021-09-10 02:17:30" 15.8    
"2021-09-10 03:17:28" 15.8    
"2021-09-10 04:17:28" 15.8    
"2021-09-10 05:17:28" 15.8    
"2021-09-10 06:17:28" 15.8    
"2021-09-10 07:17:27" 15.9    
"2021-09-10 08:17:27" 16.1    
"2021-09-10 09:17:27" 16.3    
"2021-09-10 10:17:27" 16.4    
"2021-09-10 11:17:26" 16.6    
"2021-09-10 12:17:25" 16.8    
"2021-09-10 13:17:25" 16.9    
"2021-09-10 14:17:25" 17.1    
"2021-09-10 15:17:24" 17.3    
"2021-09-10 16:17:24" 17.5    
"2021-09-10 17:17:24" 17.8    
"2021-09-10 18:17:23" 18    
"2021-09-10 19:17:23" 18.3    
"2021-09-10 20:17:23" 18.4    
"2021-09-10 21:17:23" 18.6    
"2021-09-10 22:17:21" 18.7    
"2021-09-10 23:17:21" 18.8    
"2021-09-11 00:17:21" 18.8    
"2021-09-11 01:17:21" 18.8    
"2021-09-11 02:17:21" 18.9    
"2021-09-11 03:17:20" 18.9    
"2021-09-11 04:17:20" 19    
"2021-09-11 05:17:19" 19.1    
"2021-09-11 06:17:19" 19.2    
"2021-09-11 07:17:18" 19.3    
"2021-09-11 08:17:18" 19.4    
"2021-09-11 09:17:18" 19.4    
"2021-09-11 10:17:18" 19.5    
"2021-09-11 11:17:17" 19.5    
"2021-09-11 12:17:16" 19.5    
"2021-09-11 13:17:16" 19.5    
"2021-09-11 14:17:16" 19.5    
"2021-09-11 15:17:15" 19.5    
"2021-09-11 16:17:15" 19.7    
"2021-09-11 17:17:15" 19.8    
"2021-09-11 18:17:15" 20    
"2021-09-11 19:17:14" 20.3    
"2021-09-11 20:17:13" 20.5    
"2021-09-11 21:17:13" 20.8    
"2021-09-11 22:17:13" 21    
"2021-09-11 23:17:13" 21.2    
"2021-09-12 00:17:12" 21.4    
"2021-09-12 01:17:12" 21.5    
"2021-09-12 02:17:12" 21.6    
"2021-09-12 03:17:11" 21.7    
"2021-09-12 04:17:11" 21.8    
"2021-09-12 05:17:11" 21.8    
"2021-09-12 06:17:10" 21.9    
"2021-09-12 07:17:10" 21.9    
"2021-09-12 08:17:09" 21.9    
"2021-09-12 09:17:08" 21.8    
"2021-09-12 10:17:08" 21.7    
"2021-09-12 11:17:08" 21.7    
"2021-09-12 12:17:08" 21.7    
"2021-09-12 13:17:08" 21.7    
"2021-09-12 14:17:07" 21.7    
"2021-09-12 15:17:07" 21.7    
"2021-09-12 16:17:07" 21.8    
"2021-09-12 17:17:05" 21.8    
"2021-09-12 18:17:05" 21.9    
"2021-09-12 19:17:05" 22    
"2021-09-12 20:17:05" 22.1    
"2021-09-12 21:17:05" 22.2    
"2021-09-12 22:17:04" 22.1    
"2021-09-12 23:17:03" 22.1    
"2021-09-13 00:17:03" 22    
"2021-09-13 01:17:03" 22    
"2021-09-13 02:17:03" 21.9    
"2021-09-13 03:17:02" 21.8    
"2021-09-13 04:17:02" 21.7    
"2021-09-13 05:17:02" 21.7    
"2021-09-13 06:17:02" 21.7    
"2021-09-13 07:17:01" 21.7    
"2021-09-13 08:17:01" 21.7    
"2021-09-13 09:17:00" 21.6    
"2021-09-13 10:17:00" 21.6    
"2021-09-13 11:16:59" 21.5    
"2021-09-13 12:16:59" 21.5    
"2021-09-13 13:16:59" 21.5    
"2021-09-13 14:16:58" 21.5    
"2021-09-13 15:16:58" 21.6    
"2021-09-13 16:16:58" 21.7    
"2021-09-13 17:16:57" 21.7    
"2021-09-13 18:16:56" 21.8    
"2021-09-13 19:16:56" 21.9    
"2021-09-13 20:16:56" 22    
"2021-09-13 21:16:56" 22    
"2021-09-13 22:16:56" 22    
"2021-09-13 23:16:55" 22    
"2021-09-14 00:16:55" 21.9    
"2021-09-14 01:16:54" 21.9    
"2021-09-14 02:16:54" 21.8    
"2021-09-14 03:16:53" 21.7    
"2021-09-14 04:16:53" 21.6    
"2021-09-14 05:16:53" 21.4    
"2021-09-14 06:16:53" 21.3    
"2021-09-14 07:16:52" 21.2    
"2021-09-14 08:16:52" 21    
"2021-09-14 09:16:51" 20.8    
"2021-09-14 10:16:51" 20.7    
"2021-09-14 11:16:51" 20.5    
"2021-09-14 12:16:50" 20.5    
"2021-09-14 13:16:50" 20.4    
"2021-09-14 14:16:50" 20.5    
"2021-09-14 15:16:50" 20.6    
"2021-09-14 16:16:49" 20.8    
"2021-09-14 17:16:48" 21    
"2021-09-14 18:16:48" 21.2    
"2021-09-14 19:16:47" 21.4    
"2021-09-14 20:16:47" 21.6    
"2021-09-14 21:16:47" 21.7    
"2021-09-14 22:16:47" 21.7    
"2021-09-14 23:16:46" 21.7    
"2021-09-15 00:16:46" 21.8    
"2021-09-15 01:16:46" 21.8    
"2021-09-15 02:16:46" 21.8    
"2021-09-15 03:16:44" 21.8    
"2021-09-15 04:16:44" 21.8    
"2021-09-15 05:16:44" 21.8    
"2021-09-15 06:16:44" 21.7    
"2021-09-15 07:16:44" 21.7    
"2021-09-15 08:16:43" 21.7    
"2021-09-15 09:16:43" 21.7    
"2021-09-15 10:16:42" 21.7    
"2021-09-15 11:16:42" 21.6    
"2021-09-15 12:16:41" 21.6    
"2021-09-15 13:16:41" 21.6    
"2021-09-15 14:16:41" 21.6    
"2021-09-15 15:16:41" 21.7    
"2021-09-15 16:16:40" 21.7    
"2021-09-15 17:16:39" 21.8    
"2021-09-15 18:16:39" 21.9    
"2021-09-15 19:16:39" 22    
"2021-09-15 20:16:38" 22.1    
"2021-09-15 21:16:38" 22.1    
"2021-09-15 22:16:38" 22.1    
"2021-09-15 23:16:38" 22.1    
"2021-09-16 00:16:37" 22.1    
"2021-09-16 01:16:37" 22    
"2021-09-16 02:16:36" 22    
"2021-09-16 03:16:36" 21.9    
"2021-09-16 04:16:36" 21.8    
"2021-09-16 05:16:35" 21.7    
"2021-09-16 06:16:35" 21.6    
"2021-09-16 07:16:35" 21.5    
"2021-09-16 08:16:35" 21.4    
"2021-09-16 09:16:33" 21.3    
"2021-09-16 10:16:33" 21.2    
"2021-09-16 11:16:33" 21.1    
"2021-09-16 12:16:33" 21.1    
"2021-09-16 13:16:32" 21.1    
"2021-09-16 14:16:32" 21.1    
"2021-09-16 15:16:32" 21.1    
"2021-09-16 16:16:32" 21.1    
"2021-09-16 17:16:31" 21.1    
"2021-09-16 18:16:30" 21.2    
"2021-09-16 19:16:30" 21.3    
